author_nidn,author_name,openalex_id,faculty,total_publications,total_citations,h_index,i10_index,avg_citations_per_paper,publications_last_5_years,citations_last_5_years,most_cited_paper,most_cited_paper_citations,first_publication_year,latest_publication_year,open_access_percentage
"","T Syahromi","A5066240819","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Habiba Octaviani Pakaya","A5066305205","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Julian Chandra W","A5066365514","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Zanjabil Zulkarnain","A5066372778","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Jeni Putra Sastranegara","A5066372916","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","Riswan Fitriyandi","A5066376350","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","M. Virginia","A5066446288","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","O Chouat","A5066462351","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Alnugraha Rachman Putra","A5066523205","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Mariyatul Hanni","A5066645500","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Monica Romauly Weu","A5066868083","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Haifa RR Faridah","A5066922834","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Nur Ajurah","A5067050392","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Abay Delon Subarna","A5067097090","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","N Zulfarian","A5067156288","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Dilla Yuliawardhani","A5067328132","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Yepi Septiana","A5067346275","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","M A Ramayani","A5067433449","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Nurlaelasari Nurlaelasari","A5067434974","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Abay Delon Subarna","A5067645011","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Ari Plega Taruna","A5067668145","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","R Nurhadiansyah","A5067893475","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","R H Nugraha","A5067943879","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Arinten Dewi Hidayat","A5067991448","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Putri Vina Utamy","A5068014025","Fakultas Ekonomi dan Bisnis","0","0","0","0","0","0","0","","0","","","0"
"","Hendri Saifulhayat","A5068047820","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Dhea Febrian Batolu","A5068148028","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Ariel Vieri Guliani","A5068267169","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Fathiyyah Salsabila Az-Zahra Kamil","A5068460408","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Sabila Nurjamilah","A5068519577","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Septebrina Situmorang","A5068532917","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Shela Nurulfiah","A5068556248","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ditya Prasetia","A5068853673","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Sugeng Sugeng","A5068874760","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Sukma Eka Satya Ginalih","A5068903218","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Fauzi Sunarya","A5068930160","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","N Milal","A5068935291","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","S A Sholihat","A5069075039","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Iqbal Ilhamdhani","A5069153771","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","A Anurrasyid","A5069287339","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Asgia Setya Mardika","A5069292482","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","E Hervina","A5069348824","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","A Akhbar","A5069417110","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","I D Sumitra","A5069435469","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","N Prahasdito","A5069460837","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Tatan Tawami Natasha Puspa Dewi","A5069707587","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","D Albar","A5069736987","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Hamdan Sahlan","A5069952091","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Dedeng Hirawan","A5069988024","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Y E Putra","A5070100926","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","M. Hermiyah","A5070122561","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Purwanti Hadisiswi","A5070146046","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Fazri Muhamad Kurnia","A5070169980","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","M Imammulloh","A5070198122","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Petrus Jimi Jewa","A5070229858","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","A D Subarna","A5070523992","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Fahmi Irfan","A5070661838","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Rian Ariansyah P","A5070721270","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","M Mulyanto","A5070731606","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","F Alfiana","A5070780749","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","R I Arofah","A5070852819","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Iman Nurul Fadli","A5070996777","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","N Heriyati","A5071094712","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Septrian Ujianto","A5071251636","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","A Y Eskaluspita","A5071268377","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Erlin Oktavia","A5071377276","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Julianto Ahmad Nugraha","A5071422626","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","A Priyanto","A5071446109","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","A I Imam","A5071458466","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","M Mirawati","A5071557669","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","I F Siddiq","A5071565433","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Umi Nariawati Jamaluddin","A5071594127","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Titis Prasetyo","A5071649178","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","B Rizkia H F S Suwita","A5071708402","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","V R Dianti","A5071733869","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","A Y Prastyawan","A5071791844","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","M Yudha","A5071792422","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Mawarizkar Radhya","A5071978039","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Latifah Nurdiana","A5071992470","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","H A Djauhari","A5071992602","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","K W Ginanjar","A5072095954","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Imam Sholehudin","A5072144881","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","MARYA LAURA BAREK MARAN","A5072163558","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","W S Abioso","A5072186026","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","Ivan Kurniawan","A5072328976","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","I Zulhijayanto","A5072351624","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Halimah Kartika Sari","A5072365576","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Resti Mega Ayusari","A5072430342","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","F Elzami","A5072529341","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Arsenna Attaya Yulian","A5072774250","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Aldi Hisyam Pratama","A5072966731","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","Andri Hadiansah","A5072991482","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Afifah P Pratiwi","A5073007877","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Sopi Sopiati","A5073113769","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Mohammad Zuhal Mohammad Zuhal","A5073123921","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Ina Siti Aisah","A5073335627","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Dicky Muhamad Rizky","A5073375433","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","U D Widianti","A5073404676","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Panji Ksatria","A5073407606","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Lucky Feliciano Waha","A5073565416","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Suci Annisa Anugrah","A5073584438","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Edo Gavinda Ul Haq","A5073681931","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","A Khaerani","A5073776867","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","A B Hardoyo","A5073789489","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","Isma Octavia","A5073908992","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","F A Muttasir","A5074108585","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Faradela Tasya Amalia","A5074109581","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Z N P Andeka","A5074123962","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Febby Permata Dewi","A5074173008","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Fenny Febrianty","A5074383044","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","H Y Fira","A5074423099","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","C Y Pasaribu","A5074424783","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Winona Octora","A5074460754","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Ramdani Febrianto","A5074497247","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","B Yosafat","A5074568377","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Monalisa Silaban","A5074571348","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Andini Qodriya Tanzil","A5074592055","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Ridwan Hawafi Zakaria","A5074615792","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","G Kusnia","A5074898924","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","S I Praja","A5074912198","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","AP Putra","A5075057211","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","A Gifar","A5075100085","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Rama Mutsaqoful Fikri","A5075162610","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","D Komara","A5075192832","Fakultas Ekonomi dan Bisnis","0","0","1","1","0","0","0","","0","","","0"
"","P M Seta","A5075253917","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","D Haninawati","A5075396412","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Yulis Syam Fajrilah","A5075704776","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Darmazakti Natajaya","A5075774289","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","D Dewiyanti","A5075880934","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Jimmy Ramadhan","A5075972298","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Tiara Arista","A5075996401","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","M Fadjri","A5076125143","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Andi Harapan S","A5076158837","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Mega Jasmin","A5076166495","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Melinda Bilkish Herdiah","A5076207371","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Debi Nur Muhamad Ghazali","A5076259008","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Makmur Umar","A5076275833","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","B K Aqila","A5076308529","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Arrizky Pratama","A5076310185","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Risnandar Deris","A5076315617","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Wina Kristina","A5076332167","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Nizar Rabbi Radlya","A5076444913","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","C S Budi","A5076478252","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Indra Septian Heru","A5076591144","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","M Syahril Iskandar","A5076650447","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Arum Martian Puspasari","A5076667480","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Akbar Maulana Triezani","A5076760112","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","A N Yulianti","A5076930825","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","V. Asifa","A5076931865","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","W Novianti","A5076955967","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Husnan Achmad Samhany","A5076980699","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","R B Semesta","A5077021830","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Rani Latifah","A5077156291","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Medina Syafira Dwintanissa","A5077226023","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Rayhan Akbar","A5077322184","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","S W Adhayani","A5077327098","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Fauzi Sofyan","A5077568100","Fakultas Desain","0","0","1","1","0","0","0","","0","","","0"
"","Lita Lara Rosita","A5077739297","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Angga Rinaldi","A5077772226","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Tatan Tawami Raiswati Untsa Mega","A5077868812","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Dimas Septiana Yusuf","A5077891721","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Mirna Mirna Zulianti","A5078103951","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","S R Faiza","A5078168986","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Alfian Singgih Prasetyo","A5078265234","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","N R Rusdana","A5078276921","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Fajar Sulistio","A5078620044","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Zilzi Zade Tazkia","A5078620500","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","A M Rinaldy","A5078629955","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Valdyna Aditiya","A5078662098","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","A N Latifah","A5078677878","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Lutfhi Awil Fuad","A5078682213","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Cherry Cherry Dharmawan","A5078688622","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Dheana Wibowo","A5078840290","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Ahadiat Joedawinata","A5079045013","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Erik Wirawan","A5079257468","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Cindy Nuke Mardika","A5079312865","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Resti Fauziyyah","A5079314936","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Andreas Bobola Cepi Ikun","A5079326454","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","W Yuniasari","A5079329123","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Amalia Kaskita","A5079336997","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","S Alviana","A5079338701","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","SV Kusumaningrum","A5079341885","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Suryadi Muhammad","A5079385492","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Fenny Febrianty","A5079410890","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
